municipality_code,municipality_name,variable_code,variable_name,period,value_raw,source,value
2407302,Marcelino Vieira - RN,37,Produto Interno Bruto a preços correntes,2021,82888.835,municipal_gdp,82888.835
2407401,Martins - RN,37,Produto Interno Bruto a preços correntes,2021,108193.727,municipal_gdp,108193.727
2407500,Maxaranguape - RN,37,Produto Interno Bruto a preços correntes,2021,134892.056,municipal_gdp,134892.056
2407609,Messias Targino - RN,37,Produto Interno Bruto a preços correntes,2021,55529.237,municipal_gdp,55529.237
2407708,Montanhas - RN,37,Produto Interno Bruto a preços correntes,2021,130282.289,municipal_gdp,130282.289
2407807,Monte Alegre - RN,37,Produto Interno Bruto a preços correntes,2021,271451.347,municipal_gdp,271451.347
2407906,Monte das Gameleiras - RN,37,Produto Interno Bruto a preços correntes,2021,32365.713,municipal_gdp,32365.713
2408003,Mossoró - RN,37,Produto Interno Bruto a preços correntes,2021,8071718.831,municipal_gdp,8071718.831
2408102,Natal - RN,37,Produto Interno Bruto a preços correntes,2021,24186139.008,municipal_gdp,24186139.008
2408201,Nísia Floresta - RN,37,Produto Interno Bruto a preços correntes,2021,474715.850,municipal_gdp,474715.85
2408300,Nova Cruz - RN,37,Produto Interno Bruto a preços correntes,2021,560495.035,municipal_gdp,560495.035
2408409,Olho d'Água do Borges - RN,37,Produto Interno Bruto a preços correntes,2021,47532.159,municipal_gdp,47532.159
2408508,Ouro Branco - RN,37,Produto Interno Bruto a preços correntes,2021,61703.283,municipal_gdp,61703.283
2408607,Paraná - RN,37,Produto Interno Bruto a preços correntes,2021,43930.329,municipal_gdp,43930.329
2408706,Paraú - RN,37,Produto Interno Bruto a preços correntes,2021,55256.393,municipal_gdp,55256.393
2408805,Parazinho - RN,37,Produto Interno Bruto a preços correntes,2021,606239.324,municipal_gdp,606239.324
2408904,Parelhas - RN,37,Produto Interno Bruto a preços correntes,2021,368923.531,municipal_gdp,368923.531
2408953,Rio do Fogo - RN,37,Produto Interno Bruto a preços correntes,2021,185589.707,municipal_gdp,185589.707
2409100,Passa e Fica - RN,37,Produto Interno Bruto a preços correntes,2021,152321.706,municipal_gdp,152321.706
2409209,Passagem - RN,37,Produto Interno Bruto a preços correntes,2021,46128.001,municipal_gdp,46128.001
2409308,Patu - RN,37,Produto Interno Bruto a preços correntes,2021,160911.859,municipal_gdp,160911.859
2409332,Santa Maria - RN,37,Produto Interno Bruto a preços correntes,2021,78031.177,municipal_gdp,78031.177
2409407,Pau dos Ferros - RN,37,Produto Interno Bruto a preços correntes,2021,709328.018,municipal_gdp,709328.018
2409506,Pedra Grande - RN,37,Produto Interno Bruto a preços correntes,2021,293282.636,municipal_gdp,293282.636
2409605,Pedra Preta - RN,37,Produto Interno Bruto a preços correntes,2021,36126.388,municipal_gdp,36126.388
2409704,Pedro Avelino - RN,37,Produto Interno Bruto a preços correntes,2021,79993.776,municipal_gdp,79993.776
2409803,Pedro Velho - RN,37,Produto Interno Bruto a preços correntes,2021,173615.156,municipal_gdp,173615.156
2409902,Pendências - RN,37,Produto Interno Bruto a preços correntes,2021,757490.693,municipal_gdp,757490.693
2410009,Pilões - RN,37,Produto Interno Bruto a preços correntes,2021,41828.534,municipal_gdp,41828.534
2410108,Poço Branco - RN,37,Produto Interno Bruto a preços correntes,2021,131859.278,municipal_gdp,131859.278
2410207,Portalegre - RN,37,Produto Interno Bruto a preços correntes,2021,78932.905,municipal_gdp,78932.905
2410256,Porto do Mangue - RN,37,Produto Interno Bruto a preços correntes,2021,149471.167,municipal_gdp,149471.167
2410306,Serra Caiada - RN,37,Produto Interno Bruto a preços correntes,2021,109305.752,municipal_gdp,109305.752
2410405,Pureza - RN,37,Produto Interno Bruto a preços correntes,2021,169428.175,municipal_gdp,169428.175
2410504,Rafael Fernandes - RN,37,Produto Interno Bruto a preços correntes,2021,53270.721,municipal_gdp,53270.721
2410603,Rafael Godeiro - RN,37,Produto Interno Bruto a preços correntes,2021,43450.248,municipal_gdp,43450.248
2410702,Riacho da Cruz - RN,37,Produto Interno Bruto a preços correntes,2021,37506.600,municipal_gdp,37506.6
2410801,Riacho de Santana - RN,37,Produto Interno Bruto a preços correntes,2021,43512.450,municipal_gdp,43512.45
2410900,Riachuelo - RN,37,Produto Interno Bruto a preços correntes,2021,192155.869,municipal_gdp,192155.869
2411007,Rodolfo Fernandes - RN,37,Produto Interno Bruto a preços correntes,2021,59192.112,municipal_gdp,59192.112
2411056,Tibau - RN,37,Produto Interno Bruto a preços correntes,2021,115022.291,municipal_gdp,115022.291
2411106,Ruy Barbosa - RN,37,Produto Interno Bruto a preços correntes,2021,126772.017,municipal_gdp,126772.017
2411205,Santa Cruz - RN,37,Produto Interno Bruto a preços correntes,2021,619036.156,municipal_gdp,619036.156
2411403,Santana do Matos - RN,37,Produto Interno Bruto a preços correntes,2021,147037.256,municipal_gdp,147037.256
2411429,Santana do Seridó - RN,37,Produto Interno Bruto a preços correntes,2021,36353.453,municipal_gdp,36353.453
2411502,Santo Antônio - RN,37,Produto Interno Bruto a preços correntes,2021,302532.522,municipal_gdp,302532.522
2411601,São Bento do Norte - RN,37,Produto Interno Bruto a preços correntes,2021,549241.307,municipal_gdp,549241.307
2411700,São Bento do Trairí - RN,37,Produto Interno Bruto a preços correntes,2021,45622.513,municipal_gdp,45622.513
2411809,São Fernando - RN,37,Produto Interno Bruto a preços correntes,2021,63596.419,municipal_gdp,63596.419
2411908,São Francisco do Oeste - RN,37,Produto Interno Bruto a preços correntes,2021,54446.801,municipal_gdp,54446.801
2412005,São Gonçalo do Amarante - RN,37,Produto Interno Bruto a preços correntes,2021,1905640.708,municipal_gdp,1905640.708
2412104,São João do Sabugi - RN,37,Produto Interno Bruto a preços correntes,2021,84585.211,municipal_gdp,84585.211
2412203,São José de Mipibu - RN,37,Produto Interno Bruto a preços correntes,2021,1040955.618,municipal_gdp,1040955.618
2412302,São José do Campestre - RN,37,Produto Interno Bruto a preços correntes,2021,125089.897,municipal_gdp,125089.897
2412401,São José do Seridó - RN,37,Produto Interno Bruto a preços correntes,2021,83853.885,municipal_gdp,83853.885
2412500,São Miguel - RN,37,Produto Interno Bruto a preços correntes,2021,319739.860,municipal_gdp,319739.86
2412559,São Miguel do Gostoso - RN,37,Produto Interno Bruto a preços correntes,2021,492637.037,municipal_gdp,492637.037
2412609,São Paulo do Potengi - RN,37,Produto Interno Bruto a preços correntes,2021,231551.940,municipal_gdp,231551.94
2412708,São Pedro - RN,37,Produto Interno Bruto a preços correntes,2021,55799.443,municipal_gdp,55799.443
2412807,São Rafael - RN,37,Produto Interno Bruto a preços correntes,2021,88674.342,municipal_gdp,88674.342
2412906,São Tomé - RN,37,Produto Interno Bruto a preços correntes,2021,111773.156,municipal_gdp,111773.156
2413003,São Vicente - RN,37,Produto Interno Bruto a preços correntes,2021,76920.408,municipal_gdp,76920.408
2413102,Senador Elói de Souza - RN,37,Produto Interno Bruto a preços correntes,2021,60474.830,municipal_gdp,60474.83
2413201,Senador Georgino Avelino - RN,37,Produto Interno Bruto a preços correntes,2021,116485.756,municipal_gdp,116485.756
2413300,Serra de São Bento - RN,37,Produto Interno Bruto a preços correntes,2021,57409.611,municipal_gdp,57409.611
2413359,Serra do Mel - RN,37,Produto Interno Bruto a preços correntes,2021,858720.705,municipal_gdp,858720.705
2413409,Serra Negra do Norte - RN,37,Produto Interno Bruto a preços correntes,2021,118874.306,municipal_gdp,118874.306
2413508,Serrinha - RN,37,Produto Interno Bruto a preços correntes,2021,71896.850,municipal_gdp,71896.85
2413557,Serrinha dos Pintos - RN,37,Produto Interno Bruto a preços correntes,2021,49786.348,municipal_gdp,49786.348
2413607,Severiano Melo - RN,37,Produto Interno Bruto a preços correntes,2021,63098.203,municipal_gdp,63098.203
2413706,Sítio Novo - RN,37,Produto Interno Bruto a preços correntes,2021,53783.104,municipal_gdp,53783.104
2413805,Taboleiro Grande - RN,37,Produto Interno Bruto a preços correntes,2021,32472.004,municipal_gdp,32472.004
2413904,Taipu - RN,37,Produto Interno Bruto a preços correntes,2021,155197.134,municipal_gdp,155197.134
2414001,Tangará - RN,37,Produto Interno Bruto a preços correntes,2021,201782.164,municipal_gdp,201782.164
2414100,Tenente Ananias - RN,37,Produto Interno Bruto a preços correntes,2021,113585.861,municipal_gdp,113585.861
2414159,Tenente Laurentino Cruz - RN,37,Produto Interno Bruto a preços correntes,2021,107283.971,municipal_gdp,107283.971
2414209,Tibau do Sul - RN,37,Produto Interno Bruto a preços correntes,2021,415828.650,municipal_gdp,415828.65
2414308,Timbaúba dos Batistas - RN,37,Produto Interno Bruto a preços correntes,2021,43617.334,municipal_gdp,43617.334
2414407,Touros - RN,37,Produto Interno Bruto a preços correntes,2021,814837.827,municipal_gdp,814837.827
2414456,Triunfo Potiguar - RN,37,Produto Interno Bruto a preços correntes,2021,45829.479,municipal_gdp,45829.479
2414506,Umarizal - RN,37,Produto Interno Bruto a preços correntes,2021,151205.386,municipal_gdp,151205.386
2414605,Upanema - RN,37,Produto Interno Bruto a preços correntes,2021,214152.413,municipal_gdp,214152.413
2414704,Várzea - RN,37,Produto Interno Bruto a preços correntes,2021,56555.177,municipal_gdp,56555.177
2414753,Venha-Ver - RN,37,Produto Interno Bruto a preços correntes,2021,43201.820,municipal_gdp,43201.82
2414803,Vera Cruz - RN,37,Produto Interno Bruto a preços correntes,2021,133469.110,municipal_gdp,133469.11
2414902,Viçosa - RN,37,Produto Interno Bruto a preços correntes,2021,23238.192,municipal_gdp,23238.192
2415008,Vila Flor - RN,37,Produto Interno Bruto a preços correntes,2021,44402.939,municipal_gdp,44402.939
2500106,Água Branca - PB,37,Produto Interno Bruto a preços correntes,2021,92268.329,municipal_gdp,92268.329
2500205,Aguiar - PB,37,Produto Interno Bruto a preços correntes,2021,60255.576,municipal_gdp,60255.576
2500304,Alagoa Grande - PB,37,Produto Interno Bruto a preços correntes,2021,300766.384,municipal_gdp,300766.384
2500403,Alagoa Nova - PB,37,Produto Interno Bruto a preços correntes,2021,335568.446,municipal_gdp,335568.446
2500502,Alagoinha - PB,37,Produto Interno Bruto a preços correntes,2021,138844.393,municipal_gdp,138844.393
2500536,Alcantil - PB,37,Produto Interno Bruto a preços correntes,2021,55221.414,municipal_gdp,55221.414
2500577,Algodão de Jandaíra - PB,37,Produto Interno Bruto a preços correntes,2021,28687.686,municipal_gdp,28687.686
2500601,Alhandra - PB,37,Produto Interno Bruto a preços correntes,2021,3391901.194,municipal_gdp,3391901.194
2500700,São João do Rio do Peixe - PB,37,Produto Interno Bruto a preços correntes,2021,226325.939,municipal_gdp,226325.939
2500734,Amparo - PB,37,Produto Interno Bruto a preços correntes,2021,29514.119,municipal_gdp,29514.119
2500775,Aparecida - PB,37,Produto Interno Bruto a preços correntes,2021,105562.098,municipal_gdp,105562.098
2500809,Araçagi - PB,37,Produto Interno Bruto a preços correntes,2021,186120.697,municipal_gdp,186120.697
2500908,Arara - PB,37,Produto Interno Bruto a preços correntes,2021,112505.436,municipal_gdp,112505.436
2501005,Araruna - PB,37,Produto Interno Bruto a preços correntes,2021,204617.850,municipal_gdp,204617.85
2501104,Areia - PB,37,Produto Interno Bruto a preços correntes,2021,258030.317,municipal_gdp,258030.317
2501153,Areia de Baraúnas - PB,37,Produto Interno Bruto a preços correntes,2021,26145.736,municipal_gdp,26145.736
2501203,Areial - PB,37,Produto Interno Bruto a preços correntes,2021,62685.654,municipal_gdp,62685.654
2501302,Aroeiras - PB,37,Produto Interno Bruto a preços correntes,2021,286086.029,municipal_gdp,286086.029
2501351,Assunção - PB,37,Produto Interno Bruto a preços correntes,2021,48604.696,municipal_gdp,48604.696
2501401,Baía da Traição - PB,37,Produto Interno Bruto a preços correntes,2021,108130.005,municipal_gdp,108130.005
2501500,Bananeiras - PB,37,Produto Interno Bruto a preços correntes,2021,279646.766,municipal_gdp,279646.766
2501534,Baraúna - PB,37,Produto Interno Bruto a preços correntes,2021,49872.389,municipal_gdp,49872.389
2501575,Barra de Santana - PB,37,Produto Interno Bruto a preços correntes,2021,90979.711,municipal_gdp,90979.711
2501609,Barra de Santa Rosa - PB,37,Produto Interno Bruto a preços correntes,2021,151139.756,municipal_gdp,151139.756
2501708,Barra de São Miguel - PB,37,Produto Interno Bruto a preços correntes,2021,85061.057,municipal_gdp,85061.057
2501807,Bayeux - PB,37,Produto Interno Bruto a preços correntes,2021,1367699.814,municipal_gdp,1367699.814
2501906,Belém - PB,37,Produto Interno Bruto a preços correntes,2021,217641.894,municipal_gdp,217641.894
2502003,Belém do Brejo do Cruz - PB,37,Produto Interno Bruto a preços correntes,2021,78753.671,municipal_gdp,78753.671
2502052,Bernardino Batista - PB,37,Produto Interno Bruto a preços correntes,2021,40114.689,municipal_gdp,40114.689
2502102,Boa Ventura - PB,37,Produto Interno Bruto a preços correntes,2021,51771.123,municipal_gdp,51771.123
2502151,Boa Vista - PB,37,Produto Interno Bruto a preços correntes,2021,203601.208,municipal_gdp,203601.208
