municipality_code,municipality_name,variable_code,variable_name,period,value_raw,source,value
1100601,Cacaulândia - RO,662,Salários e outras remunerações,2024,18258.337,cempre_general,18258.337
1100601,Cacaulândia - RO,10143,Salário médio mensal em reais,2024,3244.74,cempre_general,3244.74
1100700,Campo Novo de Rondônia - RO,706,Número de unidades locais,2024,235,cempre_general,235.0
1100700,Campo Novo de Rondônia - RO,367,Número de empresas e outras organizações atuantes,2024,228,cempre_general,228.0
1100700,Campo Novo de Rondônia - RO,707,Pessoal ocupado total,2024,1161,cempre_general,1161.0
1100700,Campo Novo de Rondônia - RO,708,Pessoal ocupado assalariado,2024,953,cempre_general,953.0
1100700,Campo Novo de Rondônia - RO,662,Salários e outras remunerações,2024,38304.145,cempre_general,38304.145
1100700,Campo Novo de Rondônia - RO,10143,Salário médio mensal em reais,2024,3224.17,cempre_general,3224.17
1100809,Candeias do Jamari - RO,706,Número de unidades locais,2024,777,cempre_general,777.0
1100809,Candeias do Jamari - RO,367,Número de empresas e outras organizações atuantes,2024,762,cempre_general,762.0
1100809,Candeias do Jamari - RO,707,Pessoal ocupado total,2024,3725,cempre_general,3725.0
1100809,Candeias do Jamari - RO,708,Pessoal ocupado assalariado,2024,2967,cempre_general,2967.0
1100809,Candeias do Jamari - RO,662,Salários e outras remunerações,2024,106536.018,cempre_general,106536.018
1100809,Candeias do Jamari - RO,10143,Salário médio mensal em reais,2024,2829.94,cempre_general,2829.94
1100908,Castanheiras - RO,706,Número de unidades locais,2024,103,cempre_general,103.0
1100908,Castanheiras - RO,367,Número de empresas e outras organizações atuantes,2024,102,cempre_general,102.0
1100908,Castanheiras - RO,707,Pessoal ocupado total,2024,525,cempre_general,525.0
1100908,Castanheiras - RO,708,Pessoal ocupado assalariado,2024,454,cempre_general,454.0
1100908,Castanheiras - RO,662,Salários e outras remunerações,2024,11651.646,cempre_general,11651.646
1100908,Castanheiras - RO,10143,Salário médio mensal em reais,2024,1990.10,cempre_general,1990.1
1100924,Chupinguaia - RO,706,Número de unidades locais,2024,412,cempre_general,412.0
1100924,Chupinguaia - RO,367,Número de empresas e outras organizações atuantes,2024,403,cempre_general,403.0
1100924,Chupinguaia - RO,707,Pessoal ocupado total,2024,2867,cempre_general,2867.0
1100924,Chupinguaia - RO,708,Pessoal ocupado assalariado,2024,2461,cempre_general,2461.0
1100924,Chupinguaia - RO,662,Salários e outras remunerações,2024,75176.510,cempre_general,75176.51
1100924,Chupinguaia - RO,10143,Salário médio mensal em reais,2024,3533.80,cempre_general,3533.8
1100940,Cujubim - RO,706,Número de unidades locais,2024,490,cempre_general,490.0
1100940,Cujubim - RO,367,Número de empresas e outras organizações atuantes,2024,485,cempre_general,485.0
1100940,Cujubim - RO,707,Pessoal ocupado total,2024,2147,cempre_general,2147.0
1100940,Cujubim - RO,708,Pessoal ocupado assalariado,2024,1659,cempre_general,1659.0
1100940,Cujubim - RO,662,Salários e outras remunerações,2024,63355.172,cempre_general,63355.172
1100940,Cujubim - RO,10143,Salário médio mensal em reais,2024,2859.27,cempre_general,2859.27
1101005,Governador Jorge Teixeira - RO,706,Número de unidades locais,2024,194,cempre_general,194.0
1101005,Governador Jorge Teixeira - RO,367,Número de empresas e outras organizações atuantes,2024,186,cempre_general,186.0
1101005,Governador Jorge Teixeira - RO,707,Pessoal ocupado total,2024,1182,cempre_general,1182.0
1101005,Governador Jorge Teixeira - RO,708,Pessoal ocupado assalariado,2024,1028,cempre_general,1028.0
1101005,Governador Jorge Teixeira - RO,662,Salários e outras remunerações,2024,33304.688,cempre_general,33304.688
1101005,Governador Jorge Teixeira - RO,10143,Salário médio mensal em reais,2024,2451.79,cempre_general,2451.79
1101104,Itapuã do Oeste - RO,706,Número de unidades locais,2024,319,cempre_general,319.0
1101104,Itapuã do Oeste - RO,367,Número de empresas e outras organizações atuantes,2024,311,cempre_general,311.0
1101104,Itapuã do Oeste - RO,707,Pessoal ocupado total,2024,1752,cempre_general,1752.0
1101104,Itapuã do Oeste - RO,708,Pessoal ocupado assalariado,2024,1467,cempre_general,1467.0
1101104,Itapuã do Oeste - RO,662,Salários e outras remunerações,2024,54497.145,cempre_general,54497.145
1101104,Itapuã do Oeste - RO,10143,Salário médio mensal em reais,2024,2739.62,cempre_general,2739.62
1101203,Ministro Andreazza - RO,706,Número de unidades locais,2024,210,cempre_general,210.0
1101203,Ministro Andreazza - RO,367,Número de empresas e outras organizações atuantes,2024,207,cempre_general,207.0
